slug,unit_index,unit_label,order
igai-to,29,"Time, degree & adverbial nuance II",22
sude-ni,29,"Time, degree & adverbial nuance II",23
mottomo,29,"Time, degree & adverbial nuance II",24
kesshite,29,"Time, degree & adverbial nuance II",25
tadachi-ni,29,"Time, degree & adverbial nuance II",26
tashika-ni,29,"Time, degree & adverbial nuance II",27
kekkyoku,29,"Time, degree & adverbial nuance II",28
kekkou,29,"Time, degree & adverbial nuance II",29
hodo,30,"Reference, scope & sentence patterns I",1
ni-tsuite,30,"Reference, scope & sentence patterns I",2
ka-nani-ka,30,"Reference, scope & sentence patterns I",3
kiri,30,"Reference, scope & sentence patterns I",4
dake-shika,30,"Reference, scope & sentence patterns I",5
darake,30,"Reference, scope & sentence patterns I",6
tte,30,"Reference, scope & sentence patterns I",7
demo-demo,30,"Reference, scope & sentence patterns I",8
bakari,30,"Reference, scope & sentence patterns I",9
hoka,30,"Reference, scope & sentence patterns I",10
chu-ni,30,"Reference, scope & sentence patterns I",11
igai-wa,30,"Reference, scope & sentence patterns I",12
irai,30,"Reference, scope & sentence patterns I",13
kurai,30,"Reference, scope & sentence patterns I",14
koso,30,"Reference, scope & sentence patterns I",15
sae,30,"Reference, scope & sentence patterns I",16
zo,30,"Reference, scope & sentence patterns I",17
dai,30,"Reference, scope & sentence patterns I",18
datte-2,30,"Reference, scope & sentence patterns I",19
kke,30,"Reference, scope & sentence patterns I",20
de-sae,30,"Reference, scope & sentence patterns I",21
de-wa,30,"Reference, scope & sentence patterns I",22
to-shite,30,"Reference, scope & sentence patterns I",23
to-shite-wa,30,"Reference, scope & sentence patterns I",24
nado-to,30,"Reference, scope & sentence patterns I",25
nado-no,30,"Reference, scope & sentence patterns I",26
nanka,30,"Reference, scope & sentence patterns I",27
nante,30,"Reference, scope & sentence patterns I",28
ni-kakete,30,"Reference, scope & sentence patterns I",29
ni-totte,30,"Reference, scope & sentence patterns I",30
ni-wa,30,"Reference, scope & sentence patterns I",31
ni-yotte,30,"Reference, scope & sentence patterns I",32
ni-yoru,30,"Reference, scope & sentence patterns I",33
ni-taishite,30,"Reference, scope & sentence patterns I",34
ni-kanshite,31,"Reference, scope & sentence patterns II",1
wa,31,"Reference, scope & sentence patterns II",2
mon,31,"Reference, scope & sentence patterns II",3
de-mo-aru,31,"Reference, scope & sentence patterns II",4
de-aru,31,"Reference, scope & sentence patterns II",5
kakeru,31,"Reference, scope & sentence patterns II",6
te-bakari-iru,31,"Reference, scope & sentence patterns II",7
tokoro-da,31,"Reference, scope & sentence patterns II",8
tokoro-datta,31,"Reference, scope & sentence patterns II",9
wa-to-natte-iru,31,"Reference, scope & sentence patterns II",10
ippou-da,31,"Reference, scope & sentence patterns II",11
koto-ni-shite-iru,31,"Reference, scope & sentence patterns II",12
ppanashi,31,"Reference, scope & sentence patterns II",13
mi,31,"Reference, scope & sentence patterns II",14
toori-ni,31,"Reference, scope & sentence patterns II",15
masu-stem-noun,31,"Reference, scope & sentence patterns II",16
kankei-ga-aru,31,"Reference, scope & sentence patterns II",17
ni-nareru,31,"Reference, scope & sentence patterns II",18
wa-de-yuumei,31,"Reference, scope & sentence patterns II",19
sayuu-suru,31,"Reference, scope & sentence patterns II",20
muki,31,"Reference, scope & sentence patterns II",21
muke,31,"Reference, scope & sentence patterns II",22
jishin,31,"Reference, scope & sentence patterns II",23
men,31,"Reference, scope & sentence patterns II",24
kou-itta,31,"Reference, scope & sentence patterns II",25
kou-shita,31,"Reference, scope & sentence patterns II",26
to-naru,31,"Reference, scope & sentence patterns II",27
igo,31,"Reference, scope & sentence patterns II",28
ikou,31,"Reference, scope & sentence patterns II",29
nan-mo,31,"Reference, scope & sentence patterns II",30
rhetorical-question,31,"Reference, scope & sentence patterns II",31
jibun,31,"Reference, scope & sentence patterns II",32
okonau,31,"Reference, scope & sentence patterns II",33
to-shite-mo,32,Linking arguments I,1
kagiri,32,Linking arguments I,2
tatte-2,32,Linking arguments I,3
ka-to-iu-to,32,Linking arguments I,4
ka-to-omou-to,32,Linking arguments I,5
kara-koso,32,Linking arguments I,6
kara-shite,32,Linking arguments I,7
kara-suru-to,32,Linking arguments I,8
kara-to-itte,32,Linking arguments I,9
kara-ni-wa,32,Linking arguments I,10
kara-mite,32,Linking arguments I,11
kara-miru-to,32,Linking arguments I,12
ga-kikkake-de,32,Linking arguments I,13
kuse-shite,32,Linking arguments I,14
koto-dakara,32,Linking arguments I,15
koto-naku,32,Linking arguments I,16
zu-ni-sumu,32,Linking arguments I,17
ta-sue,32,Linking arguments I,18
te-ite-wa,32,Linking arguments I,19
te-koso,32,Linking arguments I,20
de-atte-mo,32,Linking arguments I,21
to-iu-fuu-ni,32,Linking arguments I,22
tokoro-ni,32,Linking arguments I,23
dokoroka,32,Linking arguments I,24
ni-shitara,32,Linking arguments I,25
nimo-kakawarazu,32,Linking arguments I,26
ni-kuwaete,32,Linking arguments I,27
ni-mukete-muketa,32,Linking arguments I,28
ni-kotaete,32,Linking arguments I,29
ni-sotte,32,Linking arguments I,30
ni-kakawaru,32,Linking arguments I,31
wa-tomokaku,32,Linking arguments I,32
wa-mochiron,32,Linking arguments I,33
wa-moto-yori,32,Linking arguments I,34
wa-betsu-to-shite,33,Linking arguments II,1
mo-kamawazu,33,Linking arguments II,2
mono-dakara,33,Linking arguments II,3
mono-desu-kara,33,Linking arguments II,4
megutte-meguru,33,Linking arguments II,5
ippou-de,33,Linking arguments II,6
no-ue-de,33,Linking arguments II,7
ijou-wa,33,Linking arguments II,8
ijou-ni,33,Linking arguments II,9
hanmen,33,Linking arguments II,10
kekka,33,Linking arguments II,11
kagiri-wa,33,Linking arguments II,12
aruiwa,33,Linking arguments II,13
omake-ni,33,Linking arguments II,14
oyobi,33,Linking arguments II,15
ka-to-itte,33,Linking arguments II,16
sara-ni,33,Linking arguments II,17
shika-mo,33,Linking arguments II,18
sou-ieba,33,Linking arguments II,19
sono-ue,33,Linking arguments II,20
sono-ue-ni,33,Linking arguments II,21
sore-nanoni,33,Linking arguments II,22
sore-ni-shitemo,33,Linking arguments II,23
dakara-to-itte,33,Linking arguments II,24
chinami-ni,33,Linking arguments II,25
te-wa,33,Linking arguments II,26
te-hajimete,33,Linking arguments II,27
to-iu-ka,33,Linking arguments II,28
to-iu-koto-wa,33,Linking arguments II,29
to-iu-noni,33,Linking arguments II,30
to-iu-youna,33,Linking arguments II,31
to-iu-youni,33,Linking arguments II,32
to-iu-yori-wa,33,Linking arguments II,33
to-ittara,34,Linking arguments III,1
to-itte,34,Linking arguments III,2
to-itte-mo,34,Linking arguments III,3
to-tomo-ni,34,Linking arguments III,4
to-naru-to,34,Linking arguments III,5
to-douji-ni,34,Linking arguments III,6
nashi-ni,34,Linking arguments III,7
naze-ka-to-iu-to,34,Linking arguments III,8
naze-ka-to-iu-to-kara-da,34,Linking arguments III,9
nanishiro,34,Linking arguments III,10
ni-kakawarazu,34,Linking arguments III,11
ni-mo-kakawarazu,34,Linking arguments III,12
ni-tomonatte,34,Linking arguments III,13
ni-hanshite,34,Linking arguments III,14
ni-hanshite-2,34,Linking arguments III,15
ni-motozuite,34,Linking arguments III,16
ni-shitagatte,34,Linking arguments III,17
ni-oujite,34,Linking arguments III,18
ni-kagirazu,34,Linking arguments III,19
no-koto-da-kara,34,Linking arguments III,20
mono-no,34,Linking arguments III,21
o-moto-ni,34,Linking arguments III,22
o-chushin-to-ni-shite,34,Linking arguments III,23
o-towazu,34,Linking arguments III,24
o-toshite,34,Linking arguments III,25
o-tsujite,34,Linking arguments III,26
o-nozoite,34,Linking arguments III,27
ue-ni,34,Linking arguments III,28
shitagatte,34,Linking arguments III,29
yousuru-ni,34,Linking arguments III,30
ju-made-mo-nai,34,Linking arguments III,31
gyaku-ni,34,Linking arguments III,32
sai-ni,34,Linking arguments III,33
nuku,35,"Stance, possibility & obligation",1
kanenai,35,"Stance, possibility & obligation",2
kaneru,35,"Stance, possibility & obligation",3
ka-no-you-da,35,"Stance, possibility & obligation",4
ka-no-youni,35,"Stance, possibility & obligation",5
zaru-o-enai,35,"Stance, possibility & obligation",6
kkonai,35,"Stance, possibility & obligation",7
te-shou-ga-nai,35,"Stance, possibility & obligation",8
te-touzen-da,35,"Stance, possibility & obligation",9
to-iu-mono-da,35,"Stance, possibility & obligation",10
to-iu-mono-dewa-nai,35,"Stance, possibility & obligation",11
to-iu-wake-dewa-nai,35,"Stance, possibility & obligation",12
to-kangaerareru,35,"Stance, possibility & obligation",13
dokoro-de-wa-nai,35,"Stance, possibility & obligation",14
nakute-sumu,35,"Stance, possibility & obligation",15
naku-wa-nai,35,"Stance, possibility & obligation",16
ni-kimatte-iru,35,"Stance, possibility & obligation",17
ni-koshita-koto-wa-nai,35,"Stance, possibility & obligation",18
no-dewa-nai-darou-ka,35,"Stance, possibility & obligation",19
no-mo-touzen-da,35,"Stance, possibility & obligation",20
mono-ga-aru,35,"Stance, possibility & obligation",21
mo-touzen-da,35,"Stance, possibility & obligation",22
keikou-ga-aru,35,"Stance, possibility & obligation",23
kikensei-ga-aru,35,"Stance, possibility & obligation",24
enai,35,"Stance, possibility & obligation",25
eru,35,"Stance, possibility & obligation",26
tara-ii-noni,35,"Stance, possibility & obligation",27
te-wa-naranai,35,"Stance, possibility & obligation",28
nai-wake-ni-wa-ikanai,35,"Stance, possibility & obligation",29
ni-suginai,35,"Stance, possibility & obligation",30
neba-naranai,35,"Stance, possibility & obligation",31
mono-de-wa-nai,35,"Stance, possibility & obligation",32
touzen-da,35,"Stance, possibility & obligation",33
osore-ga-aru,35,"Stance, possibility & obligation",34
toka-2,35,"Stance, possibility & obligation",35
fuu-ni,36,"Degree, evaluation & adverbial nuance I",1
ikinari,36,"Degree, evaluation & adverbial nuance I",2
itsu-no-ma-ni-ka,36,"Degree, evaluation & adverbial nuance I",3
iyoiyo,36,"Degree, evaluation & adverbial nuance I",4
ukkari,36,"Degree, evaluation & adverbial nuance I",5
osoraku,36,"Degree, evaluation & adverbial nuance I",6
kaette,36,"Degree, evaluation & adverbial nuance I",7
sasuga,36,"Degree, evaluation & adverbial nuance I",8
sasuga-ni,36,"Degree, evaluation & adverbial nuance I",9
somosomo,36,"Degree, evaluation & adverbial nuance I",10
tachimachi,36,"Degree, evaluation & adverbial nuance I",11
tsui-ni,36,"Degree, evaluation & adverbial nuance I",12
tokku-ni,36,"Degree, evaluation & adverbial nuance I",13
toriaezu,36,"Degree, evaluation & adverbial nuance I",14
douse,36,"Degree, evaluation & adverbial nuance I",15
dou-ni-ka,36,"Degree, evaluation & adverbial nuance I",16
dou-yara,36,"Degree, evaluation & adverbial nuance I",17
dochira-ka-to-iu-to,36,"Degree, evaluation & adverbial nuance I",18
dochira-ka-to-ieba,36,"Degree, evaluation & adverbial nuance I",19
masumasu,36,"Degree, evaluation & adverbial nuance I",20
mou-sukoshi-de,36,"Degree, evaluation & adverbial nuance I",21
yagate,36,"Degree, evaluation & adverbial nuance I",22
yohodo,36,"Degree, evaluation & adverbial nuance I",23
roku-ni-nai,37,"Degree, evaluation & adverbial nuance II",1
wazuka-ni,37,"Degree, evaluation & adverbial nuance II",2
issai-nai,37,"Degree, evaluation & adverbial nuance II",3
issou,37,"Degree, evaluation & adverbial nuance II",4
ichiou,37,"Degree, evaluation & adverbial nuance II",5
ikki-ni,37,"Degree, evaluation & adverbial nuance II",6
man-ga-ichi,37,"Degree, evaluation & adverbial nuance II",7
nani-kara-nani-made,37,"Degree, evaluation & adverbial nuance II",8
nani-shiro,37,"Degree, evaluation & adverbial nuance II",9
nan-to-ittemo,37,"Degree, evaluation & adverbial nuance II",10
nani-yori,37,"Degree, evaluation & adverbial nuance II",11
tan-ni,37,"Degree, evaluation & adverbial nuance II",12
jitsuni,37,"Degree, evaluation & adverbial nuance II",13
sukunakutomo,37,"Degree, evaluation & adverbial nuance II",14
saiwai,37,"Degree, evaluation & adverbial nuance II",15
kanarazushimo,37,"Degree, evaluation & adverbial nuance II",16
omou-you-ni,37,"Degree, evaluation & adverbial nuance II",17
akiraka-ni,37,"Degree, evaluation & adverbial nuance II",18
imada-ni,37,"Degree, evaluation & adverbial nuance II",19
angai,37,"Degree, evaluation & adverbial nuance II",20
youyaku,37,"Degree, evaluation & adverbial nuance II",21
machigai-naku,37,"Degree, evaluation & adverbial nuance II",22
atari,38,"Reference, scope & expression",1
kara-ni-kakete,38,"Reference, scope & expression",2
dake-wa,38,"Reference, scope & expression",3
de-shika-nai,38,"Reference, scope & expression",4
no-uchi-de,38,"Reference, scope & expression",5
buri,38,"Reference, scope & expression",6
bun,38,"Reference, scope & expression",7
nuki-de,38,"Reference, scope & expression",8
ttara,38,"Reference, scope & expression",9
to-itta,38,"Reference, scope & expression",10
to-wa,38,"Reference, scope & expression",11
ni-oite,38,"Reference, scope & expression",12
ni-tsuki,38,"Reference, scope & expression",13
ni-mo,38,"Reference, scope & expression",14
ni-watatte,38,"Reference, scope & expression",15
ni-mukatte,38,"Reference, scope & expression",16
ni-mukete,38,"Reference, scope & expression",17
nomi,38,"Reference, scope & expression",18
mo-mata,38,"Reference, scope & expression",19
ten-de,38,"Reference, scope & expression",20
tsutsu-aru,38,"Reference, scope & expression",21
omowareru,38,"Reference, scope & expression",22
ga-ki-ni-naru,38,"Reference, scope & expression",23
ni-ki-o-tsukeru,38,"Reference, scope & expression",24
o-ni-makaseru,38,"Reference, scope & expression",25
ikasu,38,"Reference, scope & expression",26
jou,38,"Reference, scope & expression",27
kai-gai,38,"Reference, scope & expression",28
jitai,38,"Reference, scope & expression",29
iwayuru,38,"Reference, scope & expression",30
nanraka-no,38,"Reference, scope & expression",31
nani-ka-no,38,"Reference, scope & expression",32
kai,39,Advanced common grammar,1
dara,39,Advanced common grammar,2
nai-wa-nai,39,Advanced common grammar,3
kikeru,39,Advanced common grammar,4
suuryou-wa,39,Advanced common grammar,5
ka-ka-dochiraka,39,Advanced common grammar,6
ka-ne,39,Advanced common grammar,7
wa-kurai-desu,39,Advanced common grammar,8
made-de,39,Advanced common grammar,9
te-sashiageru,39,Advanced common grammar,10
koto-nano,39,Advanced common grammar,11
temo-shikata-ga-nai,39,Advanced common grammar,12
to-iu-no-wa-jijitsu-da,39,Advanced common grammar,13
rareru,39,Advanced common grammar,14
ka-wa-ni-yotte-chigau,39,Advanced common grammar,15
aida-wa,39,Advanced common grammar,16
uchi-wa,39,Advanced common grammar,17
ni-kawatte,39,Advanced common grammar,18
ni-kanshite-wa,39,Advanced common grammar,19
no-wa-no-koto-da,39,Advanced common grammar,20
zensha-wa,39,Advanced common grammar,21
gachi,39,Advanced common grammar,22
amari-2,39,Advanced common grammar,23
metta-ni-nai,39,Advanced common grammar,24
zenbu-wa-nai,39,Advanced common grammar,25
mata-mo,39,Advanced common grammar,26
no-sugata,39,Advanced common grammar,27
aa-shita,39,Advanced common grammar,28
futsu-no,39,Advanced common grammar,29
saigo-made,39,Advanced common grammar,30
made-mo-nai,39,Advanced common grammar,31
towa-iu-mono-no,39,Advanced common grammar,32
ni-kakatteiru,39,Advanced common grammar,33
o-zentei-ni,39,Advanced common grammar,34
o-fumaete,39,Advanced common grammar,35
izure-ni-shitemo,39,Advanced common grammar,36
arakajime,39,Advanced common grammar,37
katsute,39,Advanced common grammar,38
mohaya,39,Advanced common grammar,39
omoi-o-suru,39,Advanced common grammar,40
nari-ni,39,Advanced common grammar,41
nari-ni-no,39,Advanced common grammar,42
nai-koto-niwa-nai,40,Extension — relations & conditions I,1
ba-hodo-yoi,40,Extension — relations & conditions I,2
youde-wa,40,Extension — relations & conditions I,3
tari-shitara,40,Extension — relations & conditions I,4
nai-koto-ni-wa,40,Extension — relations & conditions I,5
nashi-de-wa,40,Extension — relations & conditions I,6
nashi-ni-wa,40,Extension — relations & conditions I,7
no-de-areba,40,Extension — relations & conditions I,8
mono-nara,40,Extension — relations & conditions I,9
to-itsu-de-mo,40,Extension — relations & conditions I,10
ageku-ni,40,Extension — relations & conditions I,11
ka-nai-ka-no-uchi-ni,40,Extension — relations & conditions I,12
ka-to-omoeba,40,Extension — relations & conditions I,13
kara-itte,40,Extension — relations & conditions I,14
gake-ni,40,Extension — relations & conditions I,15
koto-wa-ga,40,Extension — relations & conditions I,16
dake-atte,40,Extension — relations & conditions I,17
dake-ni,40,Extension — relations & conditions I,18
dake-no-koto-wa-atte,40,Extension — relations & conditions I,19
te-demo,40,Extension — relations & conditions I,20
tewa-tewa,40,Extension — relations & conditions I,21
to-iu-ten-kara-kangaeru-to,40,Extension — relations & conditions I,22
tokoro-o,40,Extension — relations & conditions I,23
tokoro-o-miru-to,40,Extension — relations & conditions I,24
to-wa-iu-mono-no,40,Extension — relations & conditions I,25
ni-kakete-wa,40,Extension — relations & conditions I,26
ni-shitemo-ni-shitemo,40,Extension — relations & conditions I,27
ni-shiro-ni-shiro,40,Extension — relations & conditions I,28
ni-sakidachi,40,Extension — relations & conditions I,29
bakari-ka,41,Extension — relations & conditions II,1
bakari-ni,41,Extension — relations & conditions II,2
mama-ni,41,Extension — relations & conditions II,3
mo-ba,41,Extension — relations & conditions II,4
mo-shi-mo,41,Extension — relations & conditions II,5
you-to-ga,41,Extension — relations & conditions II,6
o-chushin-ni,41,Extension — relations & conditions II,7
o-keiki-ni,41,Extension — relations & conditions II,8
jou-wa,41,Extension — relations & conditions II,9
naka-o,41,Extension — relations & conditions II,10
koto-ni-yoru,41,Extension — relations & conditions II,11
sara-ni-wa,41,Extension — relations & conditions II,12
soko-de-2,41,Extension — relations & conditions II,13
sore-ga,41,Extension — relations & conditions II,14
sore-dokoroka,41,Extension — relations & conditions II,15
sore-mo,41,Extension — relations & conditions II,16
tadashi,41,Extension — relations & conditions II,17
tsuite-wa,41,Extension — relations & conditions II,18
tsutsu,41,Extension — relations & conditions II,19
to-iu-no-wa-koto-da,41,Extension — relations & conditions II,20
toka-de,41,Extension — relations & conditions II,21
toki-ni,41,Extension — relations & conditions II,22
tokoro-kara,41,Extension — relations & conditions II,23
to-narande,41,Extension — relations & conditions II,24
to-onajiku,41,Extension — relations & conditions II,25
to-gyaku-ni,41,Extension — relations & conditions II,26
nai-de-mo,41,Extension — relations & conditions II,27
nao,41,Extension — relations & conditions II,28
ni-shiro,41,Extension — relations & conditions II,29
ni-tsuke,42,Extension — relations & conditions III,1
ni-atatte,42,Extension — relations & conditions III,2
ni-kankei-naku,42,Extension — relations & conditions III,3
ni-saishite,42,Extension — relations & conditions III,4
nochi-ni,42,Extension — relations & conditions III,5
no-hoka-ni-wa-nai,42,Extension — relations & conditions III,6
no-hoka-ni-nai,42,Extension — relations & conditions III,7
nomi-narazu,42,Extension — relations & conditions III,8
no-moto-de,42,Extension — relations & conditions III,9
no-ue-de-wa,42,Extension — relations & conditions III,10
no-ten-de,42,Extension — relations & conditions III,11
no-kankei-de,42,Extension — relations & conditions III,12
madashimo,42,Extension — relations & conditions III,13
moshikuwa,42,Extension — relations & conditions III,14
o-megutte,42,Extension — relations & conditions III,15
o-mezashite,42,Extension — relations & conditions III,16
o-mokuhyou-ni,42,Extension — relations & conditions III,17
ippou-de-wa-tahou-de-wa,42,Extension — relations & conditions III,18
omoeba,42,Extension — relations & conditions III,19
ori,42,Extension — relations & conditions III,20
ori-ni,42,Extension — relations & conditions III,21
sue-ni,42,Extension — relations & conditions III,22
shidai,42,Extension — relations & conditions III,23
shidai-de,42,Extension — relations & conditions III,24
shunkan-ni,42,Extension — relations & conditions III,25
daiichi,42,Extension — relations & conditions III,26
itte-mireba,42,Extension — relations & conditions III,27
sai,42,Extension — relations & conditions III,28
zu,43,Extension — stance & possibility,1
tamae,43,Extension — stance & possibility,2
te-miseru,43,Extension — stance & possibility,3
o-negau,43,Extension — stance & possibility,4
nu,43,Extension — stance & possibility,5
koto-niwa-naranai,43,Extension — stance & possibility,6
zu-ni-wa-irarenai,43,Extension — stance & possibility,7
dake-no-koto-da,43,Extension — stance & possibility,8
dake-no-koto-wa-aru,43,Extension — stance & possibility,9
dake-mashi-da,43,Extension — stance & possibility,10
nai-dewa-irarenai,43,Extension — stance & possibility,11
ni-soui-nai,43,Extension — stance & possibility,12
no-mo-mottomo-da,43,Extension — stance & possibility,13
beki-ka,43,Extension — stance & possibility,14
hodo-no-koto-wa-nai,43,Extension — stance & possibility,15
mono-ka,43,Extension — stance & possibility,16
you-ka-mai-ka,43,Extension — stance & possibility,17
you-dewa-nai-ka,43,Extension — stance & possibility,18
yori-hoka-nai,43,Extension — stance & possibility,19
yori-shikata-ga-nai,43,Extension — stance & possibility,20
yori-hoka-nai-2,43,Extension — stance & possibility,21
igai-ni-nai,43,Extension — stance & possibility,22
kai-ga-aru,43,Extension — stance & possibility,23
koto-ka,43,Extension — stance & possibility,24
tara-ii-no-da-ga,43,Extension — stance & possibility,25
te-naranai,43,Extension — stance & possibility,26
te-wa-irarenai,43,Extension — stance & possibility,27
de-arou,43,Extension — stance & possibility,28
dorehodo-koto-ka,43,Extension — stance & possibility,29
donnani-koto-ka,43,Extension — stance & possibility,30
nai-koto-mo-nai,43,Extension — stance & possibility,31
nai-koto-mo-wa-nai,43,Extension — stance & possibility,32
nai-de-mo-nai,43,Extension — stance & possibility,33
naku-mo-nai,43,Extension — stance & possibility,34
ni-hokanaranai,43,Extension — stance & possibility,35
mai,43,Extension — stance & possibility,36
mashida,43,Extension — stance & possibility,37
mou-sukoshi-de-suru-tokoro,43,Extension — stance & possibility,38
subete-wa-nai,43,Extension — stance & possibility,39
to-no,43,Extension — stance & possibility,40
to-no-koto,43,Extension — stance & possibility,41
nado-to-wa,43,Extension — stance & possibility,42
kara-naru,44,Extension — expression & nuance I,1
ya-ya,44,Extension — expression & nuance I,2
yara-yara,44,Extension — expression & nuance I,3
sore-wa,44,Extension — expression & nuance I,4
de-sura,44,Extension — expression & nuance I,5
tomo,44,Extension — expression & nuance I,6
ni-kagitte,44,Extension — expression & nuance I,7
yara,44,Extension — expression & nuance I,8
wa-3,44,Extension — expression & nuance I,9
tani-de,44,Extension — expression & nuance I,10
bakari-da,44,Extension — expression & nuance I,11
you,44,Extension — expression & nuance I,12
no-nasa,44,Extension — expression & nuance I,13
to-shite-nai,44,Extension — expression & nuance I,14
kagiri-2,44,Extension — expression & nuance I,15
ikanimo,44,Extension — expression & nuance I,16
itsumo-wa-nai,44,Extension — expression & nuance I,17
oyoso,44,Extension — expression & nuance I,18
koto-ni,44,Extension — expression & nuance I,19
sou-shita,44,Extension — expression & nuance I,20
sono-mono,44,Extension — expression & nuance I,21
tada-no,44,Extension — expression & nuance I,22
toutei-nai,44,Extension — expression & nuance I,23
dou-iu-wake-da-ka,45,Extension — expression & nuance II,1
doushite-da-ka,45,Extension — expression & nuance II,2
doko-made-mo,45,Extension — expression & nuance II,3
minna-wa-nai,45,Extension — expression & nuance II,4
hitotsu,45,Extension — expression & nuance II,5
ittan,45,Extension — expression & nuance II,6
imasara,45,Extension — expression & nuance II,7
kari-ni,45,Extension — expression & nuance II,8
izen-to-shite,45,Extension — expression & nuance II,9
wazuka,45,Extension — expression & nuance II,10
wariai,45,Extension — expression & nuance II,11
omoikitte,45,Extension — expression & nuance II,12
omowazu,45,Extension — expression & nuance II,13
hatashite,45,Extension — expression & nuance II,14
iwaba,45,Extension — expression & nuance II,15
doushi,45,Extension — expression & nuance II,16
kinshi,45,Extension — expression & nuance II,17
fu-no,45,Extension — expression & nuance II,18
rei-no,45,Extension — expression & nuance II,19
sumaseru,45,Extension — expression & nuance II,20
sumu,45,Extension — expression & nuance II,21
jibun-2,45,Extension — expression & nuance II,22
negau,45,Extension — expression & nuance II,23
kurai-nara,46,Advanced comprehension — relations & conditions I,1
tara-tokoro-da,46,Advanced comprehension — relations & conditions I,2
tara-saigo,46,Advanced comprehension — relations & conditions I,3
to-areba,46,Advanced comprehension — relations & conditions I,4
to-mo-naru-to,46,Advanced comprehension — relations & conditions I,5
to-ie-domo,46,Advanced comprehension — relations & conditions I,6
ba-sore-made-da,46,Advanced comprehension — relations & conditions I,7
you-mono-nara,46,Advanced comprehension — relations & conditions I,8
to-atte-wa,46,Advanced comprehension — relations & conditions I,9
nakushite-wa,46,Advanced comprehension — relations & conditions I,10
atte-no,46,Advanced comprehension — relations & conditions I,11
ikan-de,46,Advanced comprehension — relations & conditions I,12
katagata,46,Advanced comprehension — relations & conditions I,13
ka-to-omoikiya,46,Advanced comprehension — relations & conditions I,14
gatera,46,Advanced comprehension — relations & conditions I,15
ga-hayai-ka,46,Advanced comprehension — relations & conditions I,16
koto-dashi,46,Advanced comprehension — relations & conditions I,17
koto-nashi-ni,46,Advanced comprehension — relations & conditions I,18
koto-no-nai-you-ni,46,Advanced comprehension — relations & conditions I,19
koto-mo-atte,46,Advanced comprehension — relations & conditions I,20
ja-aru-mai-shi,46,Advanced comprehension — relations & conditions I,21
soba-kara,46,Advanced comprehension — relations & conditions I,22
tara-tade,46,Advanced comprehension — relations & conditions I,23
ta-hazumi-ni,46,Advanced comprehension — relations & conditions I,24
darou-ga-to,46,Advanced comprehension — relations & conditions I,25
te-kara-to-iu-mono,46,Advanced comprehension — relations & conditions I,26
de-are,46,Advanced comprehension — relations & conditions I,27
dewa-arumai-shi,46,Advanced comprehension — relations & conditions I,28
demo-ari-demo-aru,46,Advanced comprehension — relations & conditions I,29
to-ii-to-ii,46,Advanced comprehension — relations & conditions I,30
to-iou-ka,46,Advanced comprehension — relations & conditions I,31
to-aimatte,47,Advanced comprehension — relations & conditions II,1
nagara-ni,47,Advanced comprehension — relations & conditions II,2
nara-de,47,Advanced comprehension — relations & conditions II,3
nara-madashimo,47,Advanced comprehension — relations & conditions II,4
nari,47,Advanced comprehension — relations & conditions II,5
ni-shite-mireba,47,Advanced comprehension — relations & conditions II,6
ni-hikikae,47,Advanced comprehension — relations & conditions II,7
ni-matsuwaru,47,Advanced comprehension — relations & conditions II,8
nimo-mashite,47,Advanced comprehension — relations & conditions II,9
ni-sakigakete,47,Advanced comprehension — relations & conditions II,10
ni-nottotte,47,Advanced comprehension — relations & conditions II,11
ni-sokushite,47,Advanced comprehension — relations & conditions II,12
ni-terashite,47,Advanced comprehension — relations & conditions II,13
ni-itaru,47,Advanced comprehension — relations & conditions II,14
ni-itaru-made,47,Advanced comprehension — relations & conditions II,15
ni-iwasereba,47,Advanced comprehension — relations & conditions II,16
wa-ii-to-shite-mo,47,Advanced comprehension — relations & conditions II,17
wa-sate-oki,47,Advanced comprehension — relations & conditions II,18
wa-iu-made-mo-naku,47,Advanced comprehension — relations & conditions II,19
mo-shinai-de,47,Advanced comprehension — relations & conditions II,20
you-ga-mai-ga,47,Advanced comprehension — relations & conditions II,21
you-tomo,47,Advanced comprehension — relations & conditions II,22
you-ni-yotte-wa,47,Advanced comprehension — relations & conditions II,23
o-ii-koto-ni,47,Advanced comprehension — relations & conditions II,24
o-motte,47,Advanced comprehension — relations & conditions II,25
o-kanete,47,Advanced comprehension — relations & conditions II,26
o-ki-ni,47,Advanced comprehension — relations & conditions II,27
o-kawakiri-ni,47,Advanced comprehension — relations & conditions II,28
o-hete,47,Advanced comprehension — relations & conditions II,29
ori-niwa,47,Advanced comprehension — relations & conditions II,30
kai-mo-naku,47,Advanced comprehension — relations & conditions II,31
katsu,48,Advanced comprehension — relations & conditions III,1
samonaito,48,Advanced comprehension — relations & conditions III,2
shikashi-nagara,48,Advanced comprehension — relations & conditions III,3
sunawachi,48,Advanced comprehension — relations & conditions III,4
sou-ka-to-itte,48,Advanced comprehension — relations & conditions III,5
sore-de-ite,48,Advanced comprehension — relations & conditions III,6
sore-yue,48,Advanced comprehension — relations & conditions III,7
tatoete-ieba,48,Advanced comprehension — relations & conditions III,8
ta-tokoro-de,48,Advanced comprehension — relations & conditions III,9
ta-nari-de,48,Advanced comprehension — relations & conditions III,10
